region,Moderaterna,Centerpartiet,Folkpartiet,Kristdemokraterna,Miljopartiet,Socialdemokraterna,Vansterpartiet,Sverigedemokraterna,Ovriga
"", #0000FF, #39944A, #50A7F7, #2D338E, #80AA4E, #FF0000, #B00000, #FFFF00, #888888
