region,Moderaterna,Centerpartiet,Folkpartiet,Kristdemokraterna,Miljopartiet,Socialdemokraterna,Vansterpartiet,Sverigedemokraterna,Ovriga
"Bräcke";"49.9";"17.6";"3.8";"3.4";"12.1";"3.9";"6.8";"1.4";"1.1"
"Krokom";"37.0";"21.3";"6.2";"3.2";"18.1";"3.5";"6.4";"3.2";"1.0"
"Strömsund";"50.6";"17.6";"2.9";"2.3";"10.7";"4.8";"8.2";"2.1";"0.8"
"Åre";"31.6";"26.7";"8.7";"5.2";"14.6";"3.1";"4.9";"4.0";"1.2"
"Berg";"39.4";"21.4";"5.3";"2.7";"17.5";"4.6";"5.3";"2.6";"1.2"
"Härjedalen";"44.6";"22.2";"3.8";"3.8";"9.4";"7.0";"6.0";"2.3";"0.8"
"Östersund";"37.8";"23.9";"8.1";"4.5";"11.7";"3.1";"6.6";"3.1";"1.2"
"Nordmaling";"45.5";"17.3";"3.3";"6.7";"10.6";"3.3";"7.2";"5.4";"0.7"
"Bjurholm";"36.1";"26.6";"1.9";"8.1";"14.1";"2.4";"3.6";"6.5";"0.6"
"Vindeln";"41.1";"20.3";"3.1";"5.8";"13.0";"3.2";"5.8";"6.7";"1.0"
"Robertsfors";"40.8";"13.5";"4.3";"3.8";"20.7";"2.4";"7.4";"5.9";"1.1"
"Norsjö";"48.4";"11.3";"2.7";"5.5";"9.9";"2.3";"12.5";"5.9";"1.4"
"Malå";"52.5";"14.5";"2.6";"6.7";"3.5";"2.7";"12.7";"4.2";"0.7"
"Storuman";"42.2";"18.2";"3.5";"5.5";"9.7";"3.3";"8.9";"7.6";"1.2"
"Sorsele";"42.4";"15.3";"3.3";"3.5";"11.4";"4.0";"11.9";"7.5";"0.8"
"Dorotea";"54.6";"11.4";"0.8";"7.5";"9.3";"2.9";"9.5";"2.6";"1.4"
"Vännäs";"40.8";"18.3";"5.0";"5.3";"11.3";"2.6";"10.4";"5.4";"0.9"
"Vilhelmina";"51.8";"11.6";"2.8";"4.7";"6.7";"4.3";"8.4";"6.1";"3.6"
"Åsele";"51.2";"13.6";"1.8";"5.8";"9.6";"3.9";"7.4";"5.4";"1.1"
"Umeå";"35.3";"20.9";"10.5";"6.6";"6.8";"2.3";"11.1";"4.8";"1.8"
"Lycksele";"49.3";"16.8";"3.3";"5.1";"4.4";"3.6";"8.6";"8.1";"0.6"
"Skellefteå";"49.6";"14.3";"5.8";"5.7";"6.0";"2.9";"9.5";"5.3";"0.9"
"Arvidsjaur";"54.0";"13.4";"2.6";"4.1";"7.2";"4.5";"11.1";"2.0";"1.1"
"Arjeplog";"46.7";"14.5";"4.6";"5.9";"5.8";"4.9";"11.7";"4.9";"1.1"
"Jokkmokk";"52.6";"13.6";"7.7";"5.0";"3.8";"3.7";"10.4";"1.9";"1.2"
"Överkalix";"61.0";"8.1";"2.4";"3.0";"9.1";"3.7";"10.8";"1.4";"0.6"
"Kalix";"59.3";"14.1";"5.3";"3.7";"4.9";"3.5";"6.4";"2.2";"0.5"
"Övertorneå";"52.2";"13.5";"2.6";"2.8";"11.4";"3.4";"10.5";"3.4";"0.4"
"Pajala";"51.3";"12.6";"2.1";"2.1";"3.2";"3.9";"18.8";"5.5";"0.4"
"Gällivare";"55.9";"14.2";"3.8";"2.3";"1.7";"5.0";"13.6";"2.4";"1.2"
"Älvsbyn";"54.7";"10.8";"2.7";"4.0";"6.2";"5.2";"11.7";"3.5";"1.3"
"Luleå";"45.9";"20.1";"7.2";"5.7";"5.0";"3.5";"7.7";"3.5";"1.5"
"Piteå";"56.4";"13.9";"5.3";"4.2";"4.9";"2.4";"8.0";"4.0";"0.9"
"Boden";"49.8";"20.9";"4.2";"4.7";"3.6";"4.6";"7.9";"3.2";"1.0"
"Haparanda";"60.4";"17.2";"2.3";"1.5";"7.3";"3.8";"4.3";"2.6";"0.5"
"Kiruna";"51.7";"13.2";"5.2";"3.2";"2.6";"5.7";"14.0";"3.2";"1.1"
